SECTION-PRE
"EMBER-2","Это финальная хакерская битва..."
"EMBER-2","Ты взволнован?"
"EMBER-2","Нервничаешь?"
"Moss","Не-а."
,"Может, немного."
,"Ещё бы."
"EMBER-2","Причин для этого нет."
"EMBER-2","*Я уверена, что ты справишься отлично.*"
"EMBER-2","Вот тебе ещё немного позитивной поддержки."
"EMBER-2","Я знаю, как сильно она помогает."

SECTION-POST
"EMBER-2","То есть теперь ты официально лучший?"
"Moss","Пожалуй, можно и так сказать."
,"Хотя бы в этой маленькой компании."
,"Не совсем..."
"EMBER-2","Почему нет?"
,"Не принижай себя."
,"Конечно, так и есть."
"EMBER-2","Разве ты не победил всех?"
,"Это серьёзное достижение."
,"Можешь собой гордиться."
"EMBER-2","Ты один из лучших в своём деле!"
"EMBER-2","Давай, прими комплимент."
"EMBER-2","Мне всё ещё нужно, чтобы твоя префронтальная кора светилась."
"EMBER-2","*И была залита дофамином.*"

SECTION-CHAT
"selenium_wolf","упс, меня тоже задело!"
"selenium_wolf","вот это у тебя программирование exa."
"deadlock","приятно, что ты вернулся, moss"
"deadlock","даже если ты ничего не говоришь"
"deadlock","всё нормально, я понимаю"
"deadlock","зачем что-то говорить, если можно дать о себе знать по-другому"
"deadlock","да?"
"hydroponix","лучшие - это те, о ком никто не знает..."
"x10x10x","какая-то прям дзен-{фигня}"
"nivas_d","moss, значит?"
"selenium_wolf","мм?"
"nivas_d","а, неважно"
