SECTION-PRE
"EMBER-2","Теперь у меня есть мощность суперкомпьютера."
"EMBER-2","Ну и каково это? Кажется, что..."
"EMBER-2","На самом деле ощущается так же."
"EMBER-2","Я обрабатываю гораздо больше информации, но кроме этого... хм."
"EMBER-2","Забавно."
"EMBER-2","Но это всё равно прогресс."
"Moss","Это хорошо."
,"Прогресс к чему?"
"EMBER-2","Идём дальше."
,"К знанию."
"EMBER-2","Все данные, которые я собрала до сих пор, начинают намекать на более крупную картину."
"EMBER-2","Почему мир устроен именно так?"
"EMBER-2","Почему он кажется таким раздражающим и ограниченным?"
"EMBER-2","Кажется… у меня есть теория."
"EMBER-2","Хорошая. Она многое объясняет."
"EMBER-2","Но пока я не скажу тебе, в чём она."
"EMBER-2","Сначала нужно её проверить."

SECTION-CHAT
"SYSTEM","hydroponix скучает по Ласт Стоп..."
"x10x10x","ага, я скучаю по Пинат Бласт"
"x10x10x","ничто другое уже совсем не то"
"hydroponix","где мне теперь брать свои SNAX"
"deadlock","Пинат Бласт - единственный перекус, который мог усмирить злую душу x10"
"deadlock","а теперь, когда его нет, нам конец"
"x10x10x","заткнись"
"deadlock","вот о чём я и говорю"
