SECTION-PRE
"EMBER-2","Пора встретить следующего соперника."
"EMBER-2","Ты готов?"
"Moss","Полностью."
,"Настолько, насколько вообще могу быть..."
,"Что, ты теперь мой тренер?"
"EMBER-2","Уверенность..."
,"Я уверена, ты справишься."
,"И что, это было бы плохо?"
"EMBER-2","Интересно, коррелирует ли она с успехом."
,"Вот тебе ещё одно позитивное напутствие."
,"Та книга про экстремальный бейсбол, что ты мне нашёл, была полна любопытных мыслей."
"EMBER-2","Вот и узнаю."
,"Моя работа здесь окончена."
,"Давай, чемпион, иди и побеждай."

SECTION-POST
"EMBER-2","Тебе нравится это? Побеждать?"
"Moss","Ну да."
,"В каком-то смысле..."
,"Не особенно."
"EMBER-2","Естественно."
,"Наверное, это приятно."
,"А почему бы и нет?"
"EMBER-2","Человеческий мозг так и устроен, правда?"
"EMBER-2","Любить победу. Чтобы ты всегда стремился побеждать."
"EMBER-2","Очень простая конструкция."
"EMBER-2","Каждый раз, когда я начинаю обесценивать себя за излишнюю простоту, я вспоминаю о человеческом мозге и чувствую себя чуть лучше."

SECTION-CHAT
"plastered","о"
"x10x10x","ну кто тут получил урок!!!"
"plastered","ладно, думаю, это настоящий moss"
"x10x10x","ха"
"x10x10x","это наверняка просто кто-то назвался moss"
"selenium_wolf","ты не веришь Ghast?"
"x10x10x","мы не знаем, тот ли это самый moss"
"Ghast","так почему бы нам тогда не продолжить турнир?"
"Ghast","похоже, это лучший способ выяснить."
