SECTION-PRE
"Nivas","Плохие новости."
"Nivas","Фарм-лабораторию накрыли."
"Nivas","Копы увезли оборудование, овец, свиней, вообще все."
"Nivas","Очень жаль."
"Nivas","Столько работы ушло на генетическую модификацию этих животных."
"Nivas","Скорее всего, их тоже пустят под нож."
"Nivas","Печально..."
"Moss","И это все, да?"
"Moss","Если лекарства больше нет, я не смогу сдерживать распространение фага..."
"Moss","Скоро мне конец."
"Nivas","Но, возможно, это еще не конец истории."
"Nivas","Люди, с которыми я работаю, теперь хотят добраться до настоящего препарата."
"Nivas","Скоро пойдет одна поставка, и, скажем так, немало людей с ресурсами получше наших хотят эти лекарства."
"Nivas","Будет жарко."
"Moss","Nivas на мгновение замолкает, изучая мое лицо."
"Nivas","Так. Вот предложение."
"Nivas","Если поможешь нам взять эту поставку, мы позволим тебе купить часть. По рыночной цене."
"Nivas","Знаю, это намного дороже, чем раньше, но если тебе это все еще нужно, другого выбора нет."
"Nivas","И твоя часть должна быть простой."
"Nivas","Если я правильно понимаю, чем именно ты занимаешься."
"Nivas","Просто выруби немного электричества. Чик-чик. Остальное мы сделаем сами."
"Nivas","Я пришлю детали. Тогда и решишь."
"Nivas","Бывай."

SECTION-CHAT
"selenium_wolf","кто-нибудь вообще смотрел этот проект \"цифровая библиотека\"?"
"selenium_wolf","оцифрованные книги, которые можно получить онлайн"
"deadlock","круто"
"Ghast","смотрел, полезная штука."
"Ghast","только книг бы туда побольше."
"deadlock","представьте, все книги онлайн и бесплатно"
"deadlock","цифровая утопия 8)"
"Ghast","может быть. если это останется доступным..."
"deadlock","это же некоммерческий проект"
"Ghast","конечно, я просто говорю..."
"Ghast","никогда не знаешь, что сделает человек, который почует шанс заработать."
