SECTION-PRE
"Moss","Опять кто-то у двери."
ACTION-CLOSE-DOOR
"Moss","Старый друг..."
ACTION-OPEN-DOOR
"Moss","Ghast."
"Moss","Когда-то я знал его настоящее имя, но теперь его уже не помню."
"Ghast","Привет. Зашел кое-что тебе отдать."
"Moss","Ghast протягивает мне маленькую брошюру. Из настоящей бумаги."
"Moss","Похоже, это что-то под названием «Трэш Уорлд Ньюс»..."
"Ghast","Я уже не могу взламывать, как раньше."
"Ghast","Какая бы хватка у меня ни была, теперь ее нет."
"Ghast","Но мне все равно нужно было чем-то заниматься."
"Ghast","Чем-то, что поможет этой культуре не умереть, понимаешь?"
"Ghast","Сейчас компьютеры всем заправляют."
"Ghast","Скоро у людей вообще не останется голоса."
"Ghast","Так что теперь я снабжаю людей знаниями."
"Ghast","Знаниями, как заставить компьютер делать то, что хочешь ты, и на твоих условиях."
"Ghast","Ладно, не буду тебя задерживать. Я знаю, ты любишь быть один."
"Ghast","Надеюсь, тебе понравится то, что увидишь в зине."

SECTION-CHAT
"deadlock","чо как народ"
"mutex8021","ниче, скучно"
"plastered","я всю ночь не спал"
"plastered","вардайлер почти заработал!"
