SECTION-PRE
"Nivas","Доставка пиццы..."
"Moss","Снова Nivas, только на этот раз в форме «Пиццы Евклида»."
"Moss","«Евклид» - пицца лучше, и мы это докажем!"
"Moss","Для пиццерии отсылка какая-то слишком уж заумная."
"Nivas","Не делай такое удивленное лицо."
"Nivas","Я независимый оператор. Работаю сразу на кучу разных дел."
"Nivas","С такой экономикой приходится крутиться."
"Nivas","Так что вот твоя пицца... и вот твой ""другой"" пакет. Надеюсь, поможет."
"Moss","Nivas вручает мне бутылек с лекарством без этикетки. Ясно, что это подделка."
"Nivas","Неплохо, раз сумел собрать такие деньги."
"Nivas","Если понадобится что-то еще, знаешь, кому звонить."

SECTION-CHAT
"deadlock","ого, я и не знал"
"deadlock","пончики можно ставить в духовку"
"selenium_wolf","под гриль"
"selenium_wolf","приятного"
"x10x10x","это что еще"
"deadlock","в зине было"
