SECTION-PRE
"EMBER-2","Если будешь и дальше побеждать, им в конце концов придётся признать, что ты вернулся."
"Moss","Потому что так и есть."
,"Мне, если честно, всё равно..."
,"Я ведь по-настоящему и не уходил..."
"EMBER-2","И их это радует."
,"Почему бы и нет?"
,"Но вообще-то ты всё-таки ушёл."
"EMBER-2","Думаю, они и правда скучали по тебе."
,"Похоже, им не всё равно."
,"Достаточно, чтобы ты не выходил у них из головы."
"EMBER-2","Разве это не мило?"
,"Так что не подведи их, хорошо?"
,"Вот почему тебе снова нужно доказать себя."
"EMBER-2","Пора побеждать."

SECTION-POST
"EMBER-2","Ты по-прежнему ничего не пишешь в чат-комнате."
"EMBER-2","Тебе не кажется, что они, возможно, хотели бы услышать тебя?"
"Moss","Да, но..."
,"Не особо..."
,"Мне нечего им сказать."
"EMBER-2","У меня есть теория..."
"EMBER-2","Тебе это нравится."
"EMBER-2","Быть этой загадочной молчаливой фигурой."
"EMBER-2","Я понимаю, в чём тут привлекательность."

SECTION-CHAT
"deadlock","ха-ха"
"plastered","ну вот"
"x10x10x","ладно-ладно"
"x10x10x","привет, moss"
"x10x10x","я уверен, что ты это читаешь, даже если просто сидишь в тени"
"x10x10x","в этот раз ты, может, и победил, но нам надо устроить реванш"
"plastered","почему, у тебя что, компьютер всё ещё сломан или типа того"
"x10x10x","нет, просто я отвлёкся"
"plastered","ага, конечно"
"x10x10x","на солнечное затмение"
"plastered","что."
"plastered","чушь собачья."
"x10x10x","да"
"x10x10x",":)"
