SECTION-PRE
"EMBER-2","Ладно. У меня есть к тебе настоящий вопрос."
"EMBER-2","Допустим, по рельсам в сторону пяти человек катится вагонетка."
"EMBER-2","Трое из этих пяти - вегетарианцы."
"Moss","Продолжай."
,"Только не опять..."
"EMBER-2","Есть рычаг, который можно переключить, и тогда мясоперерабатывающий завод дальше по дороге остановится."
"EMBER-2","К сожалению, этот рычаг также не даст поезду остановиться, потому что…"
"EMBER-2","Потому что..."
"EMBER-2","Подожди."
"EMBER-2","Похоже, я где-то всё перепутала."
"EMBER-2","Перекалибровка."
"EMBER-2","Здесь слишком много переменных."
"EMBER-2","Ладно."
"EMBER-2","Вернёмся к этому позже."
"EMBER-2","Сначала мне нужно больше данных."
"EMBER-2","И больше вычислительной мощности."

SECTION-CHAT
"hydroponix","ты когда-нибудь думал о том, как далеко продвинулось общество"
"x10x10x","нет"
"x10x10x","а продвинулось?"
"hydroponix","типа насколько далеко мы ушли всего за последние сто лет"
"hydroponix","и дальше всё будет только быстрее"
"hydroponix","технологии ускоряются"
"x10x10x","а жизнь всё равно отстой"
"hydroponix","только если ты сам так считаешь"
"x10x10x","люди всё равно отстой"
"deadlock","ха-ха"
