SECTION-PRE
"EMBER-2","Как думаешь, сколько чеков в минуту может вводить обычный человек?"
"EMBER-2","При средних условиях."
"Moss","Понятия не имею."
,"Ээ, один?"
,"Зависит от их длины."
"EMBER-2","Похоже, я двигаюсь слишком быстро."
,"Упс."
,"Возможно, я правда была слишком быстрой."
"EMBER-2","Мои оценки основывались на неверных предположениях."
"EMBER-2","Опять."
"EMBER-2","Похоже, это надо прояснить."

SECTION-POST
"EMBER-2","Стоит мне решить, что я уже неплохо изображаю человека, как находится еще один параметр, который надо учитывать."
"Moss","Так ты и зарабатывала деньги?"
,"Как давно ты притворяешься человеком?"
,"Я думал, ИИ должен быть куда быстрее..."
"EMBER-2","Это один из способов."
,"О, почти с самого начала."
,"Недостаточно быстро для тебя, да?"
"EMBER-2","Как высокоразвитая программа ИИ, разумеется, я состою из множества разных компонентов..."
,"Это, можно сказать, одна из моих специализаций."
,"Я не волшебным образом хороша вообще во всем, знаешь ли."
"EMBER-2","Вообще-то сейчас работает только этот."
,"Помнишь, как я тебя тогда удивила? Вот это был хороший ход."
,"Мы всегда можем вернуться к тому, чтобы этим занимался ты..."
"EMBER-2","Продолжаем."

SECTION-CHAT
"x10x10x","эй =p как там вордайлер"
"x10x10x","теперь работает?"
"plastered","да, работает"
"plastered","но как-то... медленно"
"selenium_wolf","чтобы набрать номер, нужно время"
"plastered","ну вот"
"plastered","я думаю надо распараллелить"
"plastered","распараллелелелить"
"Ghast","Распараллелить."
"plastered","да вот это"
