SECTION-PRE
"Isadora","Привет..."
"Isadora","Прости, что не выходила на связь."
"Isadora","На работе сейчас творится что-то сумасшедшее."
"Isadora","Меня повысили, и... в общем, там слишком много всего."
"Moss","Isadora протягивает мне пластиковый пакет с чем-то внутри."
"Moss","Он довольно тяжелый."
"Moss","Похоже, там пара книг или что-то вроде того?"
"Isadora","Тебе ведь нравятся головоломки?"
"Isadora","Помню, ты такое любил."
"Isadora","Я иногда играла с сестрой, но пару лет назад она уехала в Японию."
"Isadora","Она прислала мне эту игру, но из-за региональной блокировки я, похоже, не могу в нее играть."
"Isadora","Хотя выглядит интересно."
"Isadora","Подумала, может, у тебя получится ее запустить."
"Isadora","У тебя всегда хорошо получалось такое."
"Isadora","Мне пора."
"Isadora","Столько работы... Очень надеюсь, что эта должность меня не сожрет."
"Isadora","Ладно, пока."

SECTION-CHAT
"hydroponix","я почти собрал доказательства"
"deadlock","так, начинается"
"mutex8021","какие доказательства"
"hydroponix","что многие избранные чиновники это клоны"
"mutex8021","серьезно что ли?"
"hydroponix","у правительства есть база днк"
"hydroponix","нам просто надо в нее влезть и получить доказательства"
"deadlock","зачем им хранить улики вот так на виду"
"hydroponix","ну это же правительство"
"hydroponix","от них нельзя ждать компетентности"
