SECTION-PRE
"Nivas","Особая доставка."
"Moss","Nivas вручает мне еще одну упаковку паленого лекарства."
"Nivas","Чем бы ты ни зарабатывал деньги... это работает."
"Nivas","Заставляет пожалеть, что у меня нет такой жилы."
"Nivas","Больше контроля над собственной жизнью..."
"Nivas","Недавно я узнал кое-что интересное."
"Nivas","Слышал когда-нибудь о штуках под названием EXA?"
"Nivas","Это такие маленькие существа, которые бегают внутри компьютеров."
"Nivas","Именно они заставляют все работать. Банки, торговлю, правительство... что угодно."
"Nivas","Забавно, как внутри все держится на одном и том же."
"Nivas","Просто в последнее время об этом думаю."
"Nivas","Ладно, увидимся."
"Nivas","Чувствую, мне еще придется делать доставки."

SECTION-CHAT
"mutex8021","слушайте а кто тут играет в Кингс Рэнсом Онлайн"
"deadlock","не я"
"selenium_wolf","это там где захватывают замки и все такое?"
"mutex8021","ага, классная игра"
"mutex8021","моя гильдия только что достроила башню волшебника"
"mutex8021","почти 6 месяцев ушло :)"
"deadlock","вау"
"selenium_wolf","может как-нибудь и я попробую"
"selenium_wolf","если у меня вообще когда-нибудь будет свободное время"
"deadlock","занята?"
"selenium_wolf","очень"
