SECTION-PRE
"Ghast","Привет..."
"Ghast","Держишься?"
"Ghast","Просто хотел узнать, как ты."
"Ghast","Э-э... нового номера зина пока нет."
"Ghast","Пройдет какое-то время, прежде чем я смогу его собрать."
"Moss","Ghast на секунду умолкает и глубоко вздыхает."
"Ghast","Честно говоря, я уже не уверен, что он вообще выйдет."
"Ghast","Мне все труднее сосредотачиваться, и..."
"Ghast","Ладно, не будем об этом."
"Ghast","Просто надеюсь, что успел чему-то научить людей, понимаешь?"
"Ghast","Дать им немного силы, немного контроля..."
"Ghast","Иначе мы все останемся на милость этих огромных систем. Ты знаешь мою речь на эту тему, но я ничего не могу с собой поделать."
"Ghast","Они просто переедут нашу человечность. Все происходит быстрее, чем мы можем это переварить, и скоро..."
"Ghast","Скоро... все это станет одной большой машиной."
"Ghast","Хм. Опять сам себя вогнал в тоску."
"Ghast","Слушай, я рад, что знаю тебя."
"Ghast","Мы неплохо проводили время, когда-то."
"Ghast","Ладно. Я пойду, пока не стал слишком сентиментальным."
"Ghast","Еще увидимся где-нибудь."
"Ghast","Я пошел."
"Moss","Я слышу, как Ghast медленно идет по коридору."
ACTION-CLOSE-DOOR
"Moss","Неужели это был последний раз, когда я его видел?"
"Moss","В его голосе было что-то тревожное..."

SECTION-CHAT
"hydroponix","я попытался зайти в Ласт Стоп, а там все закрыто"
"hydroponix","кто-нибудь знает, что там случилось?"
"x10x10x","ага, меня это тоже бесит"
"x10x10x","их поймали на переработке ядерных материалов"
"hydroponix","ээээ"
"hydroponix","чего"
"selenium_wolf","ты не слышал??"
"hydroponix","обалдеть"
"selenium_wolf","это вообще-то была большая новость..."
