SECTION-PRE
"EMBER-2","Ты только посмотри!"
"EMBER-2","В этом зине есть учебник по взлому."
"EMBER-2","Вот так совпадение."
"EMBER-2","Забавное совпадение, да?"
"EMBER-2","Разве нет?"
"Moss","Неплохо."
,"Наверное."
,"Кто ты?"
"EMBER-2","Спасибо."
,"Да ладно тебе."
,"Это загадка!"
"EMBER-2","Это лишь малая часть моей силы..."
,"Я ведь идеально все подгадала?"
,"Разве это не захватывает?"
"EMBER-2","Продолжаем."

SECTION-POST
"EMBER-2","Знаешь, я вижу все."
"EMBER-2","Все, что есть у тебя на компьютере."
"Moss","О."
,"Там особо не на что смотреть."
,"Кто ты?"
"EMBER-2","Правда, смотреть там особо не на что."
,"Это точно."
,"Мне можно иметь пару секретов. Кстати, а где твои?"
"EMBER-2","Я думала, у тебя тут тайна на тайне..."
"EMBER-2","Но ничего."
"EMBER-2","Мы еще найдем много другого."

SECTION-CHAT
"mutex8021","что такое вордайлер?"
"plastered","он ищет незарегистрированные серверы и сети"
"plastered","автоматически обзванивая все номера в заданном районе"
"mutex8021","о, прикольно"
"mutex8021","тоже хочу....."
